table_schema,table_name,column_name,data_type,udt_name,is_nullable,column_default
public,access_tokens,id,bigint,int8,NO,nextval('access_tokens_id_seq'::regclass)
public,access_tokens,token,text,text,NO,
public,access_tokens,user_id,character varying,varchar,NO,
public,access_tokens,device_id,character varying,varchar,YES,
public,access_tokens,appservice_id,character varying,varchar,YES,
public,access_tokens,expires_ts,bigint,int8,NO,
public,access_tokens,created_ts,bigint,int8,NO,((EXTRACT(epoch FROM now()) * (1000)::numeric))::bigint
public,access_tokens,last_used_ts,bigint,int8,YES,
public,access_tokens,user_agent,text,text,YES,
public,access_tokens,ip_address,character varying,varchar,YES,
public,access_tokens,is_valid,boolean,bool,YES,true
public,access_tokens,revoked_ts,bigint,int8,YES,
public,account_data,id,bigint,int8,NO,nextval('account_data_id_seq'::regclass)
public,account_data,user_id,character varying,varchar,NO,
public,account_data,data_type,character varying,varchar,NO,
public,account_data,content,jsonb,jsonb,NO,'{}'::jsonb
public,account_data,created_ts,bigint,int8,NO,((EXTRACT(epoch FROM now()) * (1000)::numeric))::bigint
public,account_data,updated_ts,bigint,int8,NO,((EXTRACT(epoch FROM now()) * (1000)::numeric))::bigint
public,account_data_callbacks,id,integer,int4,NO,nextval('account_data_callbacks_id_seq'::regclass)
public,account_data_callbacks,callback_type,character varying,varchar,NO,
public,account_data_callbacks,user_id,character varying,varchar,NO,
public,account_data_callbacks,data_type,character varying,varchar,YES,
public,account_data_callbacks,result,jsonb,jsonb,YES,
public,account_data_callbacks,created_ts,bigint,int8,YES,
public,account_data_callbacks,is_enabled,boolean,bool,YES,true
public,account_validity,user_id,character varying,varchar,NO,
public,account_validity,expiration_ts,bigint,int8,YES,
public,account_validity,renewed_ts,bigint,int8,YES,
public,account_validity,allow_renewal,boolean,bool,YES,true
public,active_tokens,id,bigint,int8,YES,
public,active_tokens,token,text,text,YES,
public,active_tokens,user_id,character varying,varchar,YES,
public,active_tokens,device_id,character varying,varchar,YES,
public,active_tokens,appservice_id,character varying,varchar,YES,
public,active_tokens,expires_ts,bigint,int8,YES,
public,active_tokens,created_ts,bigint,int8,YES,
public,active_tokens,last_used_ts,bigint,int8,YES,
public,active_tokens,user_agent,text,text,YES,
public,active_tokens,ip_address,character varying,varchar,YES,
public,active_tokens,is_valid,boolean,bool,YES,
public,active_tokens,revoked_ts,bigint,int8,YES,
public,active_workers,worker_id,character varying,varchar,NO,
public,active_workers,worker_type,character varying,varchar,NO,
public,active_workers,instance_name,character varying,varchar,YES,
public,active_workers,status,character varying,varchar,YES,'running'::character varying
public,active_workers,started_ts,bigint,int8,NO,
public,active_workers,last_heartbeat,bigint,int8,YES,
public,active_workers,pid,integer,int4,YES,
public,active_workers,cpu_usage,double precision,float8,YES,
public,active_workers,memory_usage,bigint,int8,YES,
public,active_workers,updated_ts,bigint,int8,YES,
public,application_service_events,id,integer,int4,NO,nextval('application_service_events_id_seq'::regclass)
public,application_service_events,appservice_id,character varying,varchar,YES,
public,application_service_events,event_id,character varying,varchar,NO,
public,application_service_events,room_id,character varying,varchar,YES,
public,application_service_events,event_type,character varying,varchar,YES,
public,application_service_events,processed,boolean,bool,NO,false
public,application_service_events,created_ts,bigint,int8,YES,
public,application_service_events,processed_ts,bigint,int8,YES,
public,application_service_events,as_id,text,text,NO,
public,application_service_events,sender,text,text,YES,
public,application_service_events,content,jsonb,jsonb,YES,
public,application_service_events,state_key,text,text,YES,
public,application_service_events,origin_server_ts,bigint,int8,YES,
public,application_service_events,transaction_id,text,text,YES,
public,application_service_room_alias_namespaces,id,bigint,int8,NO,nextval('application_service_room_alias_namespaces_id_seq'::regclass)
public,application_service_room_alias_namespaces,as_id,character varying,varchar,NO,
public,application_service_room_alias_namespaces,namespace_pattern,text,text,NO,
public,application_service_room_alias_namespaces,exclusive,boolean,bool,NO,false
public,application_service_room_alias_namespaces,regex,text,text,NO,
public,application_service_room_alias_namespaces,created_ts,bigint,int8,NO,
public,application_service_room_namespaces,id,bigint,int8,NO,nextval('application_service_room_namespaces_id_seq'::regclass)
public,application_service_room_namespaces,as_id,character varying,varchar,NO,
public,application_service_room_namespaces,namespace_pattern,text,text,NO,
public,application_service_room_namespaces,exclusive,boolean,bool,NO,false
public,application_service_room_namespaces,regex,text,text,NO,
public,application_service_room_namespaces,created_ts,bigint,int8,NO,
public,application_service_state,id,integer,int4,NO,nextval('application_service_state_id_seq'::regclass)
public,application_service_state,appservice_id,character varying,varchar,YES,
public,application_service_state,state,character varying,varchar,NO,''::character varying
public,application_service_state,last_check_ts,bigint,int8,YES,
public,application_service_state,error_message,text,text,YES,
public,application_service_state,as_id,character varying,varchar,NO,
public,application_service_state,state_key,text,text,NO,
public,application_service_state,state_value,text,text,NO,
public,application_service_state,updated_ts,bigint,int8,NO,
public,application_service_statistics,id,bigint,int8,YES,
public,application_service_statistics,as_id,character varying,varchar,YES,
public,application_service_statistics,name,character varying,varchar,YES,
public,application_service_statistics,is_enabled,boolean,bool,YES,
public,application_service_statistics,rate_limited,boolean,bool,YES,
public,application_service_statistics,virtual_user_count,bigint,int8,YES,
public,application_service_statistics,pending_event_count,bigint,int8,YES,
public,application_service_statistics,pending_transaction_count,bigint,int8,YES,
public,application_service_statistics,last_seen_ts,bigint,int8,YES,
public,application_service_statistics,created_ts,bigint,int8,YES,
public,application_service_transactions,id,bigint,int8,NO,nextval('application_service_transactions_id_seq'::regclass)
public,application_service_transactions,as_id,text,text,NO,
public,application_service_transactions,transaction_id,text,text,NO,
public,application_service_transactions,events,jsonb,jsonb,YES,'[]'::jsonb
public,application_service_transactions,sent_ts,bigint,int8,NO,
public,application_service_transactions,completed_ts,bigint,int8,YES,
public,application_service_transactions,retry_count,integer,int4,YES,0
public,application_service_transactions,last_error,text,text,YES,
public,application_service_user_namespaces,id,integer,int4,NO,nextval('application_service_user_namespaces_id_seq'::regclass)
public,application_service_user_namespaces,appservice_id,character varying,varchar,NO,
public,application_service_user_namespaces,namespace_type,character varying,varchar,NO,
public,application_service_user_namespaces,pattern,character varying,varchar,NO,
public,application_service_user_namespaces,created_ts,bigint,int8,YES,
public,application_service_user_namespaces,as_id,character varying,varchar,NO,
public,application_service_user_namespaces,namespace_pattern,text,text,YES,
public,application_service_user_namespaces,exclusive,boolean,bool,YES,false
public,application_service_user_namespaces,regex,text,text,YES,
public,application_service_users,id,integer,int4,NO,nextval('application_service_users_id_seq'::regclass)
public,application_service_users,appservice_id,character varying,varchar,YES,
public,application_service_users,user_id,character varying,varchar,NO,
public,application_service_users,created_ts,bigint,int8,NO,
public,application_service_users,as_id,text,text,NO,
public,application_service_users,displayname,text,text,YES,
public,application_service_users,avatar_url,text,text,YES,
public,application_services,id,bigint,int8,NO,nextval('application_services_id_seq'::regclass)
public,application_services,as_id,character varying,varchar,NO,"('as_'::text || ""substring""(md5(((random())::text || (clock_timestamp())::text)), 1, 16))"
public,application_services,url,character varying,varchar,NO,
public,application_services,as_token,character varying,varchar,NO,
public,application_services,hs_token,character varying,varchar,NO,
public,application_services,sender,character varying,varchar,NO,''::character varying
public,application_services,name,character varying,varchar,YES,
public,application_services,description,text,text,YES,
public,application_services,rate_limited,boolean,bool,NO,false
public,application_services,protocols,jsonb,jsonb,NO,'[]'::jsonb
public,application_services,namespaces,jsonb,jsonb,NO,'{}'::jsonb
public,application_services,created_ts,bigint,int8,NO,
public,application_services,updated_ts,bigint,int8,YES,
public,application_services,last_seen_ts,bigint,int8,YES,
public,application_services,is_enabled,boolean,bool,NO,true
public,application_services,sender_localpart,character varying,varchar,YES,''::character varying
public,background_update_history,id,bigint,int8,NO,nextval('background_update_history_id_seq'::regclass)
public,background_update_history,job_name,text,text,NO,
public,background_update_history,execution_start_ts,bigint,int8,NO,
public,background_update_history,execution_end_ts,bigint,int8,YES,
public,background_update_history,status,text,text,NO,
public,background_update_history,items_processed,integer,int4,NO,0
public,background_update_history,error_message,text,text,YES,
public,background_update_history,metadata,jsonb,jsonb,YES,
public,background_update_locks,job_name,character varying,varchar,NO,
public,background_update_locks,locked_by,character varying,varchar,YES,
public,background_update_locks,locked_ts,bigint,int8,NO,
public,background_update_locks,expires_ts,bigint,int8,NO,
public,background_update_stats,id,bigint,int8,NO,nextval('background_update_stats_id_seq'::regclass)
public,background_update_stats,job_name,text,text,NO,
public,background_update_stats,total_updates,integer,int4,YES,0
public,background_update_stats,completed_updates,integer,int4,YES,0
public,background_update_stats,failed_updates,integer,int4,YES,0
public,background_update_stats,last_run_ts,bigint,int8,YES,
public,background_update_stats,next_run_ts,bigint,int8,YES,
public,background_update_stats,average_duration_ms,bigint,int8,YES,0
public,background_update_stats,created_ts,bigint,int8,NO,
public,background_update_stats,updated_ts,bigint,int8,NO,
public,background_updates,update_name,character varying,varchar,NO,
public,background_updates,depends_on,character varying,varchar,YES,
public,background_updates,updated_ts,bigint,int8,YES,
public,background_updates,total_duration_ms,bigint,int8,YES,
public,background_updates,job_type,character varying,varchar,YES,'custom'::character varying
public,background_updates,description,text,text,YES,
public,background_updates,table_name,character varying,varchar,YES,
public,background_updates,column_name,character varying,varchar,YES,
public,background_updates,status,character varying,varchar,YES,'pending'::character varying
public,background_updates,progress,integer,int4,YES,0
public,background_updates,total_items,integer,int4,YES,0
public,background_updates,processed_items,integer,int4,YES,0
public,background_updates,created_ts,bigint,int8,NO,((EXTRACT(epoch FROM now()) * (1000)::numeric))::bigint
public,background_updates,started_ts,bigint,int8,YES,
public,background_updates,completed_ts,bigint,int8,YES,
public,background_updates,last_updated_ts,bigint,int8,YES,
public,background_updates,error_message,text,text,YES,
public,background_updates,retry_count,integer,int4,YES,0
public,background_updates,max_retries,integer,int4,YES,3
public,background_updates,batch_size,integer,int4,YES,100
public,background_updates,sleep_ms,integer,int4,YES,100
public,background_updates,metadata,jsonb,jsonb,YES,
public,background_updates,job_name,text,text,YES,
public,backup_keys,id,uuid,uuid,NO,gen_random_uuid()
public,backup_keys,user_id,character varying,varchar,NO,
public,backup_keys,backup_id,character varying,varchar,NO,
public,backup_keys,room_id,character varying,varchar,NO,
public,backup_keys,session_id,character varying,varchar,NO,
public,backup_keys,first_message_index,bigint,int8,NO,0
public,backup_keys,forwarded_count,bigint,int8,NO,0
public,backup_keys,is_verified,boolean,bool,NO,false
public,backup_keys,backup_data,jsonb,jsonb,YES,'{}'::jsonb
public,backup_keys,created_ts,timestamp with time zone,timestamptz,NO,now()
public,blocked_rooms,id,bigint,int8,NO,nextval('blocked_rooms_id_seq'::regclass)
public,blocked_rooms,room_id,character varying,varchar,NO,
public,blocked_rooms,blocked_at,bigint,int8,NO,((EXTRACT(epoch FROM now()) * (1000)::numeric))::bigint
public,blocked_rooms,blocked_by,character varying,varchar,YES,
public,blocked_rooms,reason,text,text,YES,
public,blocked_users,id,bigint,int8,NO,nextval('blocked_users_id_seq'::regclass)
public,blocked_users,user_id,text,text,NO,
public,blocked_users,blocked_id,text,text,NO,
public,blocked_users,reason,text,text,YES,
public,blocked_users,created_ts,bigint,int8,NO,
public,captcha_config,id,integer,int4,NO,nextval('captcha_config_id_seq'::regclass)
public,captcha_config,config_key,character varying,varchar,NO,
public,captcha_config,config_value,text,text,NO,
public,captcha_config,description,text,text,YES,
public,captcha_config,created_ts,timestamp with time zone,timestamptz,YES,now()
public,captcha_config,updated_ts,timestamp with time zone,timestamptz,YES,now()
public,captcha_rate_limit,id,integer,int4,NO,nextval('captcha_rate_limit_id_seq'::regclass)
public,captcha_rate_limit,target,character varying,varchar,NO,
public,captcha_rate_limit,ip_address,character varying,varchar,YES,
public,captcha_rate_limit,captcha_type,character varying,varchar,NO,
public,captcha_rate_limit,request_count,integer,int4,YES,1
public,captcha_rate_limit,first_request_at,timestamp with time zone,timestamptz,YES,now()
public,captcha_rate_limit,last_request_at,timestamp with time zone,timestamptz,YES,now()
public,captcha_rate_limit,blocked_until,timestamp with time zone,timestamptz,YES,
public,captcha_send_log,id,integer,int4,NO,nextval('captcha_send_log_id_seq'::regclass)
public,captcha_send_log,captcha_id,character varying,varchar,YES,
public,captcha_send_log,captcha_type,character varying,varchar,NO,
public,captcha_send_log,target,character varying,varchar,NO,
public,captcha_send_log,sent_at,timestamp with time zone,timestamptz,YES,now()
public,captcha_send_log,ip_address,character varying,varchar,YES,
public,captcha_send_log,user_agent,text,text,YES,
public,captcha_send_log,success,boolean,bool,YES,true
public,captcha_send_log,error_message,text,text,YES,
public,captcha_send_log,provider,character varying,varchar,YES,
public,captcha_send_log,provider_response,text,text,YES,
public,captcha_template,id,integer,int4,NO,nextval('captcha_template_id_seq'::regclass)
public,captcha_template,template_name,character varying,varchar,NO,
public,captcha_template,captcha_type,character varying,varchar,NO,
public,captcha_template,subject,character varying,varchar,YES,
public,captcha_template,content,text,text,NO,
public,captcha_template,variables,jsonb,jsonb,YES,'[]'::jsonb
public,captcha_template,is_default,boolean,bool,YES,false
public,captcha_template,is_enabled,boolean,bool,YES,true
public,captcha_template,created_ts,timestamp with time zone,timestamptz,YES,now()
public,captcha_template,updated_ts,timestamp with time zone,timestamptz,YES,now()
public,cas_proxy_granting_tickets,id,bigint,int8,NO,nextval('cas_proxy_granting_tickets_id_seq'::regclass)
public,cas_proxy_granting_tickets,pgt_id,text,text,NO,
public,cas_proxy_granting_tickets,user_id,text,text,NO,
public,cas_proxy_granting_tickets,service_url,text,text,NO,
public,cas_proxy_granting_tickets,iou,text,text,YES,
public,cas_proxy_granting_tickets,created_ts,bigint,int8,NO,
public,cas_proxy_granting_tickets,expires_ts,bigint,int8,NO,
public,cas_proxy_granting_tickets,is_valid,boolean,bool,YES,true
public,cas_proxy_tickets,id,bigint,int8,NO,nextval('cas_proxy_tickets_id_seq'::regclass)
public,cas_proxy_tickets,ticket_id,text,text,NO,
public,cas_proxy_tickets,proxy_ticket,text,text,NO,
public,cas_proxy_tickets,target_service,text,text,NO,
public,cas_proxy_tickets,created_ts,bigint,int8,NO,
public,cas_proxy_tickets,expires_ts,bigint,int8,YES,
public,cas_services,id,integer,int4,NO,nextval('cas_services_id_seq'::regclass)
public,cas_services,service_id,character varying,varchar,NO,
public,cas_services,name,character varying,varchar,NO,
public,cas_services,service_url,character varying,varchar,NO,
public,cas_services,description,text,text,YES,
public,cas_services,is_enabled,boolean,bool,YES,true
public,cas_services,created_ts,timestamp with time zone,timestamptz,YES,now()
public,cas_services,updated_ts,timestamp with time zone,timestamptz,YES,now()
public,cas_slo_sessions,id,bigint,int8,NO,nextval('cas_slo_sessions_id_seq'::regclass)
public,cas_slo_sessions,session_id,text,text,NO,
public,cas_slo_sessions,user_id,text,text,NO,
public,cas_slo_sessions,service_url,text,text,NO,
public,cas_slo_sessions,ticket_id,text,text,YES,
public,cas_slo_sessions,created_ts,bigint,int8,NO,
public,cas_slo_sessions,logout_sent_ts,bigint,int8,YES,
public,cas_tickets,id,integer,int4,NO,nextval('cas_tickets_id_seq'::regclass)
public,cas_tickets,ticket,character varying,varchar,NO,
public,cas_tickets,service,character varying,varchar,NO,
public,cas_tickets,user_id,character varying,varchar,NO,
public,cas_tickets,created_ts,timestamp with time zone,timestamptz,YES,now()
public,cas_tickets,expires_at,timestamp with time zone,timestamptz,NO,
public,cas_tickets,used_at,timestamp with time zone,timestamptz,YES,
public,cas_tickets,status,character varying,varchar,YES,'pending'::character varying
public,cas_tickets,ticket_id,text,text,YES,
public,cas_user_attributes,id,integer,int4,NO,nextval('cas_user_attributes_id_seq'::regclass)
public,cas_user_attributes,user_id,character varying,varchar,NO,
public,cas_user_attributes,attribute_name,character varying,varchar,NO,
public,cas_user_attributes,attribute_value,text,text,YES,
public,cas_user_attributes,created_ts,timestamp with time zone,timestamptz,YES,now()
public,cross_signing_keys,id,uuid,uuid,NO,gen_random_uuid()
public,cross_signing_keys,user_id,character varying,varchar,NO,
public,cross_signing_keys,key_type,character varying,varchar,NO,
public,cross_signing_keys,public_key,text,text,NO,
public,cross_signing_keys,usage,ARRAY,_text,NO,'{}'::text[]
public,cross_signing_keys,signatures,jsonb,jsonb,YES,'{}'::jsonb
public,cross_signing_keys,created_ts,timestamp with time zone,timestamptz,NO,now()
public,cross_signing_keys,updated_ts,timestamp with time zone,timestamptz,NO,now()
public,cross_signing_keys,key_data,text,text,YES,
public,cross_signing_keys,added_ts,bigint,int8,NO,
public,db_metadata,key,character varying,varchar,NO,
public,db_metadata,value,text,text,NO,
public,db_metadata,created_ts,bigint,int8,YES,((EXTRACT(epoch FROM now()) * (1000)::numeric))::bigint
public,db_metadata,updated_ts,bigint,int8,YES,
public,deleted_events_index,id,integer,int4,NO,nextval('deleted_events_index_id_seq'::regclass)
public,deleted_events_index,room_id,character varying,varchar,NO,
public,deleted_events_index,event_id,character varying,varchar,NO,
public,deleted_events_index,original_ts,bigint,int8,YES,
public,deleted_events_index,deleted_ts,bigint,int8,NO,
public,deleted_events_index,reason,text,text,YES,
public,deleted_events_index,deletion_ts,bigint,int8,YES,
public,device_keys,id,uuid,uuid,NO,gen_random_uuid()
public,device_keys,user_id,character varying,varchar,NO,
public,device_keys,device_id,character varying,varchar,NO,
public,device_keys,display_name,text,text,YES,
public,device_keys,algorithm,character varying,varchar,NO,
public,device_keys,key_id,character varying,varchar,NO,
public,device_keys,public_key,text,text,NO,
public,device_keys,signatures,jsonb,jsonb,YES,'{}'::jsonb
public,device_keys,created_ts,bigint,int8,NO,
public,device_keys,updated_ts,bigint,int8,NO,
public,device_keys,ts_updated_ms,bigint,int8,NO,(EXTRACT(epoch FROM now()) * (1000)::numeric)
public,device_keys,key_json,jsonb,jsonb,YES,'{}'::jsonb
public,device_keys,ts_added_ms,bigint,int8,NO,(EXTRACT(epoch FROM now()) * (1000)::numeric)
public,device_keys,ts_last_accessed,bigint,int8,YES,
public,device_keys,verified,boolean,bool,YES,false
public,device_keys,blocked,boolean,bool,YES,false
public,device_keys,added_ts,bigint,int8,NO,((EXTRACT(epoch FROM now()) * (1000)::numeric))::bigint
public,device_keys,key_data,text,text,YES,
public,device_signatures,id,bigint,int8,NO,nextval('device_signatures_id_seq'::regclass)
public,device_signatures,user_id,character varying,varchar,NO,
public,device_signatures,device_id,character varying,varchar,NO,
public,device_signatures,target_user_id,character varying,varchar,NO,
public,device_signatures,target_device_id,character varying,varchar,NO,
public,device_signatures,algorithm,character varying,varchar,NO,
public,device_signatures,signature,text,text,NO,
public,device_signatures,created_ts,bigint,int8,NO,
public,device_signing_keys,id,integer,int4,NO,nextval('device_signing_keys_id_seq'::regclass)
public,device_signing_keys,user_id,character varying,varchar,NO,
public,device_signing_keys,device_id,character varying,varchar,NO,
public,device_signing_keys,master_key,text,text,YES,
public,device_signing_keys,self_signing_key,text,text,YES,
public,device_signing_keys,user_signing_key,text,text,YES,
public,device_signing_keys,created_ts,bigint,int8,NO,
public,device_signing_keys,updated_ts,bigint,int8,NO,
public,devices,device_id,character varying,varchar,NO,
public,devices,user_id,character varying,varchar,NO,
public,devices,display_name,character varying,varchar,YES,
public,devices,device_key,jsonb,jsonb,YES,
public,devices,last_seen_ts,bigint,int8,YES,
public,devices,last_seen_ip,character varying,varchar,YES,
public,devices,created_ts,bigint,int8,NO,((EXTRACT(epoch FROM now()) * (1000)::numeric))::bigint
public,devices,first_seen_ts,bigint,int8,NO,((EXTRACT(epoch FROM now()) * (1000)::numeric))::bigint
public,devices,appservice_id,character varying,varchar,YES,
public,devices,ignored_user_list,text,text,YES,
public,e2ee_key_requests,id,bigint,int8,NO,nextval('e2ee_key_requests_id_seq'::regclass)
public,e2ee_key_requests,request_id,character varying,varchar,NO,
public,e2ee_key_requests,user_id,character varying,varchar,NO,
public,e2ee_key_requests,device_id,character varying,varchar,NO,
public,e2ee_key_requests,room_id,character varying,varchar,NO,
public,e2ee_key_requests,session_id,character varying,varchar,NO,
public,e2ee_key_requests,algorithm,character varying,varchar,NO,
public,e2ee_key_requests,action,character varying,varchar,NO,'request'::character varying
public,e2ee_key_requests,created_ts,bigint,int8,NO,((EXTRACT(epoch FROM now()) * (1000)::numeric))::bigint
public,e2ee_key_requests,fulfilled,boolean,bool,YES,false
public,e2ee_key_requests,fulfilled_by_device,character varying,varchar,YES,
public,e2ee_key_requests,fulfilled_ts,bigint,int8,YES,
public,e2ee_secret_storage_keys,id,bigint,int8,NO,nextval('e2ee_secret_storage_keys_id_seq'::regclass)
public,e2ee_secret_storage_keys,key_id,character varying,varchar,NO,
public,e2ee_secret_storage_keys,user_id,character varying,varchar,NO,
public,e2ee_secret_storage_keys,algorithm,character varying,varchar,NO,
public,e2ee_secret_storage_keys,encrypted_key,text,text,NO,
public,e2ee_secret_storage_keys,public_key,character varying,varchar,YES,
public,e2ee_secret_storage_keys,signatures,jsonb,jsonb,YES,'{}'::jsonb
public,e2ee_secret_storage_keys,created_ts,bigint,int8,NO,((EXTRACT(epoch FROM now()) * (1000)::numeric))::bigint
public,e2ee_secret_storage_keys,updated_ts,bigint,int8,YES,
public,e2ee_ssss,user_id,text,text,NO,
public,e2ee_ssss,key_data,jsonb,jsonb,NO,
public,e2ee_ssss,created_ts,bigint,int8,NO,
public,e2ee_ssss,updated_ts,bigint,int8,YES,
public,e2ee_stored_secrets,id,bigint,int8,NO,nextval('e2ee_stored_secrets_id_seq'::regclass)
public,e2ee_stored_secrets,user_id,character varying,varchar,NO,
public,e2ee_stored_secrets,secret_name,character varying,varchar,NO,
public,e2ee_stored_secrets,encrypted_secret,text,text,NO,
public,e2ee_stored_secrets,key_id,character varying,varchar,NO,
public,e2ee_stored_secrets,created_ts,bigint,int8,NO,((EXTRACT(epoch FROM now()) * (1000)::numeric))::bigint
public,e2ee_stored_secrets,updated_ts,bigint,int8,YES,
public,email_verification_tokens,id,bigint,int8,NO,nextval('email_verification_tokens_id_seq'::regclass)
public,email_verification_tokens,user_id,character varying,varchar,YES,
public,email_verification_tokens,email,character varying,varchar,NO,
public,email_verification_tokens,token,character varying,varchar,NO,
public,email_verification_tokens,expires_at,timestamp with time zone,timestamptz,YES,
public,email_verification_tokens,verified_at,timestamp with time zone,timestamptz,YES,
public,email_verification_tokens,status,character varying,varchar,YES,'pending'::character varying
public,email_verification_tokens,ip_address,character varying,varchar,YES,
public,email_verification_tokens,user_agent,text,text,YES,
public,email_verification_tokens,used,boolean,bool,YES,false
public,email_verification_tokens,session_data,jsonb,jsonb,YES,
public,email_verification_tokens,expires_ts,bigint,int8,YES,
public,email_verification_tokens,created_ts,bigint,int8,YES,0
public,event_receipts,id,bigint,int8,NO,nextval('event_receipts_id_seq'::regclass)
public,event_receipts,event_id,character varying,varchar,NO,
public,event_receipts,room_id,character varying,varchar,NO,
public,event_receipts,user_id,character varying,varchar,NO,
public,event_receipts,receipt_type,character varying,varchar,NO,'m.read'::character varying
public,event_receipts,ts,bigint,int8,NO,((EXTRACT(epoch FROM now()) * (1000)::numeric))::bigint
public,event_receipts,data,jsonb,jsonb,YES,'{}'::jsonb
public,event_receipts,created_ts,bigint,int8,NO,((EXTRACT(epoch FROM now()) * (1000)::numeric))::bigint
public,event_receipts,updated_ts,bigint,int8,NO,((EXTRACT(epoch FROM now()) * (1000)::numeric))::bigint
public,event_report_history,id,bigint,int8,NO,nextval('event_report_history_id_seq'::regclass)
public,event_report_history,report_id,bigint,int8,NO,
public,event_report_history,action,character varying,varchar,NO,
public,event_report_history,actor_user_id,character varying,varchar,YES,
public,event_report_history,actor_role,character varying,varchar,YES,
public,event_report_history,old_status,character varying,varchar,YES,
public,event_report_history,new_status,character varying,varchar,YES,
public,event_report_history,reason,text,text,YES,
public,event_report_history,created_ts,bigint,int8,YES,((EXTRACT(epoch FROM now()) * (1000)::numeric))::bigint
public,event_report_history,metadata,jsonb,jsonb,YES,
public,event_report_stats,id,bigint,int8,NO,nextval('event_report_stats_id_seq'::regclass)
public,event_report_stats,date,date,date,NO,
public,event_report_stats,total_reports,integer,int4,YES,0
public,event_report_stats,open_reports,integer,int4,YES,0
public,event_report_stats,resolved_reports,integer,int4,YES,0
public,event_report_stats,dismissed_reports,integer,int4,YES,0
public,event_report_stats,avg_resolution_time_hours,integer,int4,YES,0
public,event_report_stats,created_ts,bigint,int8,YES,((EXTRACT(epoch FROM now()) * (1000)::numeric))::bigint
public,event_report_stats,updated_ts,bigint,int8,YES,((EXTRACT(epoch FROM now()) * (1000)::numeric))::bigint
public,event_reports,id,bigint,int8,NO,nextval('event_reports_id_seq'::regclass)
public,event_reports,event_id,character varying,varchar,NO,
public,event_reports,room_id,character varying,varchar,NO,
public,event_reports,reporter_user_id,character varying,varchar,NO,
public,event_reports,reported_user_id,character varying,varchar,YES,
public,event_reports,event_json,jsonb,jsonb,YES,
public,event_reports,reason,text,text,YES,
public,event_reports,description,text,text,YES,
public,event_reports,status,character varying,varchar,YES,'open'::character varying
public,event_reports,score,integer,int4,YES,0
public,event_reports,received_ts,bigint,int8,YES,((EXTRACT(epoch FROM now()) * (1000)::numeric))::bigint
public,event_reports,resolved_ts,bigint,int8,YES,
public,event_reports,resolved_by,character varying,varchar,YES,
public,event_reports,resolution_reason,text,text,YES,
public,event_signatures,id,uuid,uuid,NO,gen_random_uuid()
public,event_signatures,event_id,text,text,NO,
public,event_signatures,user_id,text,text,NO,
public,event_signatures,device_id,text,text,NO,
public,event_signatures,signature,text,text,NO,
public,event_signatures,key_id,text,text,NO,
public,event_signatures,algorithm,text,text,NO,
public,event_signatures,created_ts,bigint,int8,NO,
public,events,event_id,character varying,varchar,NO,
public,events,room_id,character varying,varchar,NO,
public,events,sender,character varying,varchar,NO,
public,events,type,character varying,varchar,YES,
public,events,event_type,character varying,varchar,YES,
public,events,content,jsonb,jsonb,YES,
public,events,state_key,character varying,varchar,YES,
public,events,depth,bigint,int8,YES,
public,events,origin_server_ts,bigint,int8,YES,
public,events,received_ts,bigint,int8,YES,
public,events,sender_device,character varying,varchar,YES,
public,events,contains_url,boolean,bool,YES,false
public,events,instance_name,character varying,varchar,YES,
public,events,is_processed,boolean,bool,YES,false
public,events,is_outlier,boolean,bool,YES,false
public,events,constraint_instance,character varying,varchar,YES,
public,events,topological_ordering,bigint,int8,YES,
public,events,stream_ordering,bigint,int8,YES,
public,events,user_id,character varying,varchar,YES,
public,events,processed_ts,bigint,int8,YES,
public,events,unsigned,jsonb,jsonb,YES,'{}'::jsonb
public,events,not_before,bigint,int8,YES,0
public,events,status,character varying,varchar,YES,
public,events,reference_image,character varying,varchar,YES,
public,events,origin,character varying,varchar,YES,'self'::character varying
public,events,redacted,boolean,bool,YES,false
public,events,is_redacted,boolean,bool,NO,false
public,federation_access_stats,id,integer,int4,NO,nextval('federation_access_stats_id_seq'::regclass)
public,federation_access_stats,server_name,character varying,varchar,NO,
public,federation_access_stats,direction,character varying,varchar,NO,
public,federation_access_stats,requests_count,bigint,int8,YES,0
public,federation_access_stats,bytes_sent,bigint,int8,YES,0
public,federation_access_stats,bytes_received,bigint,int8,YES,0
public,federation_access_stats,error_count,integer,int4,YES,0
public,federation_access_stats,recorded_ts,bigint,int8,NO,
public,federation_blacklist,id,integer,int4,NO,nextval('federation_blacklist_id_seq'::regclass)
public,federation_blacklist,server_name,character varying,varchar,NO,
public,federation_blacklist,reason,text,text,YES,
public,federation_blacklist,blocked_by,character varying,varchar,YES,
public,federation_blacklist,blocked_at,timestamp with time zone,timestamptz,YES,now()
public,federation_blacklist,expires_at,timestamp with time zone,timestamptz,YES,
public,federation_blacklist,is_enabled,boolean,bool,YES,true
public,federation_blacklist,created_ts,bigint,int8,NO,((EXTRACT(epoch FROM now()) * (1000)::numeric))::bigint
public,federation_blacklist,block_type,text,text,YES,'server'::text
public,federation_blacklist_config,id,integer,int4,NO,nextval('federation_blacklist_config_id_seq'::regclass)
public,federation_blacklist_config,config_key,character varying,varchar,NO,
public,federation_blacklist_config,config_value,text,text,NO,
public,federation_blacklist_config,description,text,text,YES,
